State,County,% Fair or Poor Health,% Low birthweight,% Smokers,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia rate per 100000,Teen Birth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,% With Annual Mammogram,% Vaccinated (Influenza),% Children in Poverty,Income Ratio (80th% : 20th%),% Children in Single-Parent Households,Social Association Rate,Annual Average Violent Crimes,Violent Crime Rate,Injury Death Rate,Average Daily Air Polution above 2.5 ppm,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
Illinois,Marshall,17,8,21,8.4,24,58,22,47,144.9,29,11534:1,2860:01:00,,43,44,14,4.3,15,18.2,18,161,72,8.7,No,9,84,48
Illinois,Mason,19,7,23,7.2,24,55,22,30,291.7,29,4522:01:00,2672:01:00,3340:01:00,44,38,20,3.9,21,14.7,36,364,94,8.5,No,10,79,44
Illinois,Massac,20,8,24,7.5,30,77,20,37,390.4,35,4693:01:00,2754:01:00,313:01:00,45,47,24,4.7,21,17,47,318,89,9,No,16,86,29
Illinois,Menard,15,8,20,9,21,42,22,50,228.7,12,2458:01:00,6098:01:00,2439:01:00,45,40,13,3.7,23,9.8,10,84,91,8.4,No,10,83,46
Illinois,Mercer,16,8,21,8.3,22,54,23,25,217.7,20,15601:1,5146:01:00,7719:01:00,45,46,12,3.6,16,16.7,15,96,83,8.6,No,9,88,47
Illinois,Monroe,13,8,17,9.2,19,78,24,25,181.8,7,2641:01:00,1237:01:00,722:01:00,53,52,4,4.1,13,15.1,11,31,53,9.2,No,10,85,53
Illinois,Montgomery,19,9,23,7.8,27,45,21,22,284.8,24,2043:01:00,1671:01:00,1353:01:00,45,31,22,4.6,30,15.4,37,132,89,8.8,Yes,10,86,32
Illinois,Morgan,18,10,22,7.3,29,63,22,45,535.5,21,2614:01:00,1980:01:00,935:01:00,46,44,17,4.4,30,14.1,56,169,75,8.5,Yes,12,83,26
Illinois,Moultrie,17,7,22,9.1,23,69,23,20,265.5,17,2943:01:00,7251:01:00,763:01:00,46,47,13,3.6,12,13.6,,,86,8.6,No,10,77,37
Illinois,Ogle,17,7,20,8.5,31,62,22,34,278.1,16,1643:01:00,2532:01:00,666:01:00,39,51,13,3.8,17,13.7,29,71,63,9.1,No,13,81,38
Illinois,Peoria,17,10,19,7.8,22,82,19,37,949.1,33,814:01:00,1156:01:00,399:01:00,48,52,22,5.1,32,13.7,979,524,82,7.6,No,14,83,14
Illinois,Perry,20,7,24,7.3,23,79,21,39,310.1,33,1925:01:00,2988:01:00,523:01:00,39,34,18,4.7,35,26,28,131,70,9,Yes,13,83,36
Illinois,Piatt,14,6,18,9.3,24,60,23,50,285.8,13,1822:01:00,3269:01:00,1634:01:00,51,49,8,3.6,16,14.6,25,167,68,8.4,No,7,88,38
Illinois,Pike,19,7,24,7.8,25,58,21,53,233.9,30,1735:01:00,1729:01:00,1112:01:00,42,22,21,4.6,21,9.6,15,94,87,8.5,No,10,78,40
Illinois,Pope,18,10,22,7.5,21,98,22,50,92.5,30,,,2089:01:00,43,30,23,6.3,13,21.4,,,90,8.8,No,8,85,66
Illinois,Pulaski,24,11,25,6.7,18,66,18,22,490.1,38,,,2668:01:00,45,37,34,4.8,40,23.8,17,351,91,8.9,No,12,85,45
Illinois,Putnam,16,7,20,8.9,19,50,23,71,227,13,5740:01:00,2870:01:00,,47,46,14,3.2,25,0,1,12,84,8.6,Yes,8,86,31
Illinois,Randolph,20,8,24,8.4,23,69,22,29,259.1,31,2140:01:00,2889:01:00,883:01:00,42,31,17,3.8,23,19.3,30,97,99,8.5,No,8,86,32
Illinois,Richland,18,7,22,8.2,20,66,21,11,270.4,33,1970:01:00,3878:01:00,215:01:00,42,49,18,4.3,19,19,54,334,72,8.8,No,10,84,22
Illinois,Rock Island,18,8,21,8,23,91,21,43,479.9,30,1939:01:00,1433:01:00,435:01:00,51,54,21,4.3,34,12.3,505,347,76,7.1,Yes,14,84,17
Illinois,St. Clair,19,10,19,7.3,32,86,19,35,843.9,27,1684:01:00,1435:01:00,775:01:00,42,45,20,5.2,36,11,1590,615,82,10,No,15,83,35
Illinois,Saline,21,9,24,5.8,35,66,20,21,460.5,45,1594:01:00,2936:01:00,452:01:00,36,23,25,5.7,28,19.2,80,346,104,8.9,No,13,84,34
Illinois,Sangamon,16,10,20,8.1,22,83,22,22,746.2,23,817:01:00,1173:01:00,417:01:00,46,52,18,4.8,35,19.1,1567,815,80,7.7,No,13,83,15
Illinois,Schuyler,18,7,23,7.6,22,35,21,17,156.4,20,3454:01:00,,1128:01:00,42,40,17,3.5,23,15.9,10,140,104,8.2,No,5,77,29
Illinois,Scott,17,7,22,8.7,27,49,22,20,339.9,19,,4951:01:00,,53,38,17,4,22,14.2,1,28,88,8.3,No,9,83,31
Illinois,Shelby,17,7,22,8.1,27,51,21,32,207.2,26,3624:01:00,3606:01:00,2704:01:00,46,46,13,3.9,19,16.1,9,52,87,8.7,No,10,87,37
Illinois,Stark,18,7,23,7.7,23,57,21,17,257.6,21,5427:01:00,5342:01:00,,41,43,17,4.2,19,20.3,2,41,101,8.5,No,9,84,45
Illinois,Stephenson,17,9,21,8.3,24,66,21,39,521.6,27,2238:01:00,2023:01:00,468:01:00,37,51,18,4.3,37,15.4,56,128,100,8.8,Yes,12,78,27
Illinois,Tazewell,15,6,19,8.2,26,84,22,15,265.1,20,2100:01:00,1856:01:00,529:01:00,45,55,10,3.9,17,14.1,309,241,65,9.1,Yes,8,87,24
Illinois,Union,19,6,23,7.6,25,54,21,41,288.2,26,1403:01:00,1665:01:00,666:01:00,45,52,25,4.7,24,14.3,35,212,76,9,No,11,85,44
Illinois,Vermilion,21,11,24,7.6,29,75,20,39,654.6,45,2478:01:00,2706:01:00,321:01:00,40,34,27,4.4,33,14.7,549,705,98,8.7,No,12,84,23
Illinois,Wabash,17,7,21,8.5,21,72,22,33,226.3,32,2310:01:00,2304:01:00,339:01:00,43,34,18,4.8,17,19.9,18,157,63,9,No,10,85,26
Illinois,Warren,18,7,21,8.6,30,65,21,29,291.3,19,2433:01:00,2807:01:00,5615:01:00,47,40,15,3.8,30,12.3,41,231,65,8.5,No,9,79,22
Illinois,Washington,15,7,20,8.9,27,54,23,42,185.3,22,6998:01:00,3472:01:00,661:01:00,47,47,11,3.6,19,23.6,46,332,115,8.9,No,9,85,35
Illinois,Wayne,18,8,23,7.7,25,42,21,29,121.2,36,2333:01:00,4054:01:00,901:01:00,40,43,23,3.9,18,23.9,44,283,90,8.8,No,9,83,33
Illinois,White,18,9,23,7.3,20,36,21,7,150.7,43,3416:01:00,2256:01:00,846:01:00,38,43,21,4.3,20,26.3,24,278,86,8.9,No,10,86,33
Illinois,Whiteside,17,6,21,8.3,26,72,22,39,402.7,28,1686:01:00,2207:01:00,690:01:00,43,48,17,3.9,22,15.5,106,191,68,8.9,Yes,10,84,19
Illinois,Will,15,8,16,9.1,21,97,22,36,422.7,12,1812:01:00,1771:01:00,797:01:00,43,49,9,3.9,18,6.9,1104,163,52,8,No,14,83,50
Illinois,Williamson,17,9,21,8,27,76,22,31,267.3,28,1242:01:00,1624:01:00,435:01:00,43,42,18,4.7,29,18.2,40,63,83,9.2,No,11,85,27
Illinois,Winnebago,19,9,21,7.8,25,91,19,39,740.2,28,1340:01:00,1192:01:00,495:01:00,42,51,27,4.6,32,10,2523,887,99,7.8,Yes,15,83,23
Illinois,Woodford,13,6,18,9.2,21,75,24,29,206.6,12,1923:01:00,5494:01:00,3496:01:00,48,47,7,3.9,14,14.3,25,73,62,8.9,No,8,86,30
Indiana,,18,8,22,7,27,75,19,19,523.9,25,1498:01:00,1752:01:00,594:01:00,42,52,15,4.3,25,12.3,25472,385,80,9,,13,83,32
Indiana,Adams,21,7,26,8.1,31,60,17,18,219.8,26,2545:01:00,2556:01:00,2105:01:00,37,48,21,4,14,14.6,,,57,9.2,No,18,74,25
Indiana,Allen,19,9,22,7.5,23,78,16,35,684.1,26,1427:01:00,1505:01:00,515:01:00,43,52,13,4.1,28,11.6,1088,296,78,8.9,No,12,84,20
Indiana,Bartholomew,17,8,21,7.7,25,64,16,11,342.5,30,1403:01:00,1309:01:00,635:01:00,39,59,16,4.1,24,10.3,78,96,75,8.6,No,12,84,20
Indiana,Benton,21,6,25,8,29,58,18,0,209,25,,2187:01:00,4374:01:00,42,55,13,3.7,20,8.1,,,72,8.3,No,10,81,48
Indiana,Blackford,20,9,26,8,28,58,18,43,350.7,35,1491:01:00,5879:01:00,3919:01:00,37,53,18,3.5,23,17.6,6,49,106,8.8,No,12,85,37
Indiana,Boone,13,7,17,9,21,77,21,16,223.1,12,472:01:00,2120:01:00,881:01:00,45,59,6,4.2,15,11.8,63,187,71,9.7,Yes,10,84,41
Indiana,Brown,17,7,22,8.6,23,63,19,0,106.4,17,3047:01:00,15092:1,1677:01:00,37,50,15,4.7,25,10.5,28,187,88,8.3,No,15,81,55
Indiana,Carroll,18,7,23,8.4,31,52,18,25,259.5,20,6709:01:00,2532:01:00,1350:01:00,36,53,12,3.9,19,12.9,,,70,9.1,Yes,8,85,46
Indiana,Cass,22,8,24,8.2,30,73,17,13,468.5,36,2372:01:00,4188:01:00,389:01:00,43,53,16,4.1,22,13.4,27,70,82,9.1,No,12,84,23
Indiana,Clark,19,8,23,7.9,28,89,18,6,378.7,29,2347:01:00,2751:01:00,450:01:00,44,51,13,3.8,25,9.5,409,356,89,9.3,No,10,86,33
Indiana,Clay,19,8,24,8,34,71,18,11,335.9,34,2379:01:00,4371:01:00,2185:01:00,34,45,16,3.7,26,15.7,,,84,8.8,No,10,83,44
Indiana,Clinton,21,7,23,8.5,34,63,17,19,365.1,33,6450:01:00,2160:01:00,2314:01:00,41,57,16,3.4,18,12.7,35,107,89,9.1,No,11,81,31
Indiana,Crawford,23,10,28,7.5,36,75,17,20,255.5,34,,10577:1,2644:01:00,37,42,24,4.4,24,3.8,25,238,82,8.6,No,10,81,58
Indiana,Daviess,22,6,27,8,29,55,17,16,250.7,25,2072:01:00,3335:01:00,1334:01:00,43,37,17,4.5,13,14.8,53,161,74,9,No,13,73,32
Indiana,Dearborn,17,7,23,8,25,69,19,26,187,18,2155:01:00,5495:01:00,824:01:00,43,55,13,4.2,18,11.5,,,85,9.3,No,10,86,48
Indiana,Decatur,18,7,23,7.9,31,66,18,8,299.2,34,1786:01:00,3320:01:00,2951:01:00,40,36,14,3.8,16,12.7,,,62,8.9,Yes,8,84,25
Indiana,DeKalb,18,7,23,7.8,21,59,17,15,322.2,29,2161:01:00,2288:01:00,1553:01:00,42,51,15,3.5,17,13.6,38,117,66,9.2,No,8,86,23
Indiana,Delaware,21,9,25,7.1,28,77,16,9,698.9,17,911:01:00,1654:01:00,346:01:00,41,56,23,5.1,29,14.3,317,271,93,7.7,No,16,79,22
Indiana,Dubois,17,8,21,8.6,23,78,18,28,235,22,1182:01:00,1526:01:00,822:01:00,43,50,7,3.9,16,13.9,85,395,66,8.7,No,8,89,17
Indiana,Elkhart,21,7,23,7.9,28,73,18,19,503.3,35,2015:01:00,2751:01:00,697:01:00,40,53,12,3.9,22,12.8,720,357,61,9.3,No,13,78,21
Indiana,Fayette,22,8,28,6.9,28,70,17,10,219.7,47,1646:01:00,2567:01:00,1216:01:00,37,49,18,4.4,37,14.8,,,141,8.8,No,13,87,37
Indiana,Floyd,17,9,22,7.9,27,82,19,29,428.2,21,1525:01:00,1428:01:00,695:01:00,48,53,15,4.5,26,10.7,98,132,81,7.8,No,10,86,33
Indiana,Fountain,19,7,25,7.7,32,52,18,13,345.3,36,5450:01:00,2724:01:00,1362:01:00,42,43,17,4.1,18,14.1,,,91,8.6,Yes,11,80,43
Indiana,Franklin,18,7,24,8.3,30,53,19,17,97.3,21,1263:01:00,1517:01:00,2845:01:00,43,50,13,4.3,19,7.5,8,36,78,9.1,No,8,87,46
Indiana,Fulton,19,9,25,7.7,30,45,19,16,219.4,29,2232:01:00,1997:01:00,1051:01:00,36,50,14,3.7,18,17.4,7,49,89,8.8,No,8,83,32
Indiana,Gibson,18,8,23,8.5,25,70,18,15,342.5,31,3041:01:00,1870:01:00,4207:01:00,49,57,12,3.8,20,14.9,26,115,95,9.3,No,9,88,30
Indiana,Grant,21,10,26,7,32,64,15,23,598.6,27,2355:01:00,1686:01:00,391:01:00,42,51,23,4.1,30,16.2,160,234,99,9,No,12,78,20
Indiana,Greene,20,8,25,7.5,39,52,17,29,292.1,32,3201:01:00,2280:01:00,1520:01:00,38,47,20,4.3,18,14.1,12,39,78,7.8,No,12,86,46
Indiana,Hamilton,12,7,14,9,17,91,21,24,232.6,5,688:01:00,1315:01:00,665:01:00,51,61,4,3.9,13,9.9,71,33,42,9,No,9,82,42
Indiana,Hancock,15,7,19,8.2,24,47,18,28,313.4,13,1193:01:00,2792:01:00,1221:01:00,52,60,6,3.5,17,9.3,86,118,68,9.7,No,8,88,44
Indiana,Harrison,18,8,24,8.3,29,41,19,7,180.5,25,2242:01:00,2532:01:00,3683:01:00,46,54,12,4.4,19,7.9,32,82,92,9,No,9,87,59
Indiana,Hendricks,14,6,17,8.7,21,70,16,14,268.8,10,2141:01:00,2077:01:00,1014:01:00,50,57,5,3.3,14,8.7,279,176,56,9.8,Yes,9,85,42
Indiana,Henry,20,8,25,7.9,28,63,18,18,305.3,27,2541:01:00,2665:01:00,1142:01:00,40,39,16,3.8,23,13.9,5,16,85,7.3,No,11,85,38
Indiana,Howard,20,8,25,7.2,34,69,17,35,522.1,34,1681:01:00,1214:01:00,500:01:00,45,49,18,4.6,31,15.9,352,431,107,9.4,Yes,12,84,20
Indiana,Huntington,18,9,24,7.8,27,76,18,22,250.4,26,1812:01:00,2609:01:00,1217:01:00,44,55,13,3.8,20,17.7,6,33,77,9,No,9,88,31
Indiana,Jackson,21,7,26,7.7,30,70,17,8,467.1,44,1764:01:00,1701:01:00,1195:01:00,40,54,12,4.1,24,13.4,98,223,96,8.7,No,12,82,27
Indiana,Jasper,18,7,23,8.4,27,58,19,11,284,18,4171:01:00,3051:01:00,2237:01:00,34,47,11,3.6,19,14.7,,,75,8.8,No,10,85,47
Indiana,Jay,22,8,28,7.2,27,39,17,9,296,35,2596:01:00,4087:01:00,1076:01:00,40,50,19,3.6,18,14,19,100,111,9,No,13,76,23
Indiana,Jefferson,19,8,24,7.5,25,66,19,11,389.5,29,1789:01:00,1700:01:00,950:01:00,42,54,17,4.2,24,11.8,,,93,8.7,No,14,84,30
Indiana,Jennings,21,8,27,7,35,44,18,15,275.1,42,2510:01:00,4623:01:00,1067:01:00,38,49,16,3.5,24,8.3,73,261,118,8.8,Yes,12,85,30
Indiana,Johnson,16,7,21,8.1,25,80,20,6,343.7,19,1250:01:00,1582:01:00,1114:01:00,45,55,8,3.7,21,8.8,421,284,61,9.6,No,11,85,43
Indiana,Knox,21,8,26,7.2,33,67,18,23,375.9,28,1230:01:00,2287:01:00,590:01:00,41,52,17,4.3,22,17.3,38,109,95,9.1,No,11,86,22
Indiana,Kosciusko,19,7,22,8.2,29,65,18,22,344.7,27,2645:01:00,3178:01:00,576:01:00,44,51,11,3.6,23,16.4,121,159,67,9.3,Yes,10,80,20
Indiana,LaGrange,23,6,29,9,26,24,18,9,145,17,4370:01:00,3961:01:00,2201:01:00,38,49,11,3.3,9,8.4,40,103,43,9.4,No,12,54,33
Indiana,Lake,23,9,21,7.2,27,92,17,25,562.4,25,1922:01:00,1536:01:00,536:01:00,39,43,20,4.6,33,9.8,1808,395,87,9.6,Yes,15,84,41
Indiana,LaPorte,22,9,26,7,30,75,18,25,379,34,2558:01:00,1962:01:00,1008:01:00,39,51,23,4.3,32,11.8,324,302,83,7.7,No,13,83,32
Indiana,Lawrence,20,8,25,7.8,30,79,17,6,317.5,33,2404:01:00,2160:01:00,1260:01:00,49,49,15,3.9,23,15.3,130,315,72,8.3,No,10,85,34
Indiana,Madison,21,9,26,7,32,71,16,19,591.5,33,2091:01:00,1728:01:00,740:01:00,43,55,19,4.5,31,13.4,269,211,103,8.4,No,13,81,40
Indiana,Marion,22,9,22,7,27,89,19,20,1095.5,33,1207:01:00,1107:01:00,332:01:00,43,52,19,4.7,37,11.4,11459,1251,98,10.4,No,18,82,30
Indiana,Marshall,20,7,24,8.1,33,54,17,23,275.3,23,2202:01:00,2313:01:00,984:01:00,37,52,13,4.2,16,14.7,,,66,9.2,Yes,12,79,31
Indiana,Martin,20,8,25,8.2,39,76,18,13,186,30,5109:01:00,5128:01:00,5128:01:00,37,29,15,4.4,19,17.6,,,88,8.5,Yes,9,80,47
Indiana,Miami,22,9,27,7.1,37,55,18,23,279,28,5081:01:00,4440:01:00,1614:01:00,42,44,18,3.9,25,13.8,53,147,68,9.1,No,10,86,28
Indiana,Monroe,17,7,21,7.6,21,87,17,13,647,7,1689:01:00,1855:01:00,382:01:00,45,55,15,6,22,9.6,444,307,52,6.5,Yes,20,72,18
Indiana,Montgomery,19,7,24,7.9,29,64,18,13,347.8,38,2556:01:00,1917:01:00,935:01:00,51,58,16,3.8,21,11.2,320,837,72,8.9,No,10,82,30
Indiana,Morgan,19,8,25,8.1,28,54,17,30,298.4,22,2262:01:00,2136:01:00,1719:01:00,45,55,13,3.7,22,10.6,,,92,9.3,Yes,11,85,53
Indiana,Newton,21,7,27,7.8,34,46,18,27,162.8,23,14011:1,6992:01:00,13984:1,35,43,13,3.6,17,6.4,3,22,103,8.6,No,8,82,46
Indiana,Noble,19,7,24,8.6,27,64,19,22,292.9,29,3656:01:00,3673:01:00,1061:01:00,41,51,11,3.6,16,11.2,74,158,68,9.4,No,10,83,33
Indiana,Ohio,17,8,23,,27,63,20,33,154.4,25,5844:01:00,2938:01:00,,36,53,15,4,15,10.3,,,88,8.9,No,8,84,46
Indiana,Orange,23,7,27,7.3,27,83,17,23,308.9,38,2165:01:00,2807:01:00,1637:01:00,35,41,21,4.2,31,14.4,,,94,8.4,No,12,82,31
Indiana,Owen,21,8,27,7.9,25,50,18,10,259.1,30,10423:1,6933:01:00,1040:01:00,37,49,18,3.8,23,7.7,,,96,8.4,No,11,82,49
Indiana,Parke,21,6,26,7.5,35,34,17,21,574.4,22,4232:01:00,5646:01:00,1694:01:00,35,50,22,4,27,14.8,11,64,59,8.7,Yes,12,80,45
Indiana,Perry,20,9,25,7.5,28,76,18,42,162.5,38,1910:01:00,3195:01:00,1369:01:00,38,41,15,4.1,19,8.9,,,79,9.1,No,9,84,29
Indiana,Pike,20,9,25,8.2,31,76,18,0,129.4,30,12410:1,12389:1,2478:01:00,39,36,12,3.7,18,17.7,6,58,80,9.1,No,5,88,39
Indiana,Porter,17,7,21,8,23,80,21,18,288.6,14,1585:01:00,1757:01:00,574:01:00,39,50,9,4,21,9.6,155,97,74,7.7,No,13,86,41
Indiana,Posey,17,8,22,8.2,33,30,19,20,195.4,18,3193:01:00,3632:01:00,8476:01:00,53,63,10,4.1,18,10.6,68,305,67,9.2,Yes,9,88,34
Indiana,Pulaski,20,8,25,8.1,24,36,18,13,351,23,2494:01:00,4118:01:00,1544:01:00,34,31,16,4,26,20.9,,,95,8.7,No,13,79,33
Indiana,Putnam,19,7,23,8.2,29,59,19,21,236.1,17,3148:01:00,2349:01:00,1253:01:00,41,48,14,3.6,17,12.7,,,62,8.8,No,11,81,37
Indiana,Randolph,21,9,26,7.4,28,49,18,6,240.8,32,4970:01:00,3524:01:00,2741:01:00,39,40,19,4.1,30,14.5,,,109,9,No,11,81,34
Indiana,Ripley,18,7,23,8.4,35,52,18,33,207.4,28,28523:1,9441:01:00,1666:01:00,45,51,12,3.9,19,14.4,7,30,90,8.9,No,12,84,41
Indiana,Rush,21,7,26,8,25,44,18,33,264.3,31,2777:01:00,2369:01:00,1036:01:00,44,54,15,4,22,18,,,103,9,Yes,12,89,43
Indiana,St. Joseph,19,9,21,7.3,26,84,17,19,688.2,25,1074:01:00,1688:01:00,421:01:00,40,53,22,4.6,28,11.2,1136,426,73,9.8,Yes,12,81,23
Indiana,Scott,22,9,27,7.8,28,52,17,10,301.6,42,2171:01:00,3979:01:00,2170:01:00,38,48,19,4.4,15,10.1,38,194,120,8.6,No,10,85,40
Indiana,Shelby,19,7,24,8.2,29,54,17,4,265.8,27,2973:01:00,2631:01:00,1040:01:00,45,40,13,3.9,22,11.9,239,535,82,9.4,No,11,86,37
Indiana,Spencer,18,5,24,8.6,28,46,19,3,274.6,24,2904:01:00,3380:01:00,4055:01:00,44,53,10,3.9,15,13.8,,,57,8.5,No,7,86,40
Indiana,Starke,22,7,27,7.9,28,56,18,41,117.9,32,5734:01:00,4599:01:00,3285:01:00,27,36,19,3.9,15,9.2,19,97,112,8.9,No,10,84,43
Indiana,Steuben,18,7,23,7.9,27,61,19,14,336.4,28,3843:01:00,2162:01:00,1236:01:00,41,51,12,3.4,12,13.6,21,70,63,9.1,Yes,8,82,27
Indiana,Sullivan,21,8,26,7.8,28,50,19,20,269.9,35,2586:01:00,4134:01:00,2584:01:00,29,49,19,4.4,23,11.6,22,128,74,8.9,No,14,86,37
Indiana,Switzerland,23,9,28,7.6,38,48,18,13,158.9,29,,10751:1,3584:01:00,35,54,24,4.1,20,3.7,,,100,8.8,No,16,82,54
Indiana,Tippecanoe,17,7,20,7.6,24,79,17,19,607.1,15,1451:01:00,2105:01:00,680:01:00,45,57,14,4.8,21,10,445,243,57,7.7,No,17,76,14
Indiana,Tipton,18,8,22,8.4,21,52,19,21,198.3,21,3026:01:00,1894:01:00,1683:01:00,40,59,10,3.7,13,15.2,20,132,80,9.1,No,6,85,35
Indiana,Union,19,7,25,,23,70,18,0,152.8,28,7037:01:00,,,36,54,13,3.4,24,5.7,,,120,8.8,No,11,85,35
Indiana,Vanderburgh,19,9,23,7.6,29,88,20,14,718,28,1168:01:00,1354:01:00,456:01:00,49,58,19,4.5,30,15.2,744,409,93,9.1,No,15,86,19
Indiana,Vermillion,19,8,25,7.3,29,52,19,9,270.9,32,2580:01:00,3100:01:00,1292:01:00,31,44,16,4,29,11,,,72,8.8,Yes,9,83,34
Indiana,Vigo,20,9,25,6.5,30,85,17,15,595.3,29,1130:01:00,1946:01:00,619:01:00,34,54,25,4.9,29,13.9,247,233,67,9.9,No,16,81,19
Indiana,Wabash,19,8,24,7.9,26,69,18,25,248.1,22,2406:01:00,2384:01:00,378:01:00,45,43,15,3.6,23,17.6,11,51,83,9,No,11,86,24
Indiana,Warren,17,5,23,8.4,31,34,19,27,243.9,20,,8265:01:00,,31,43,14,3.7,18,9.7,,,61,8.3,No,8,82,39
Indiana,Warrick,15,8,20,8.4,29,86,18,25,275.1,18,632:01:00,2423:01:00,1750:01:00,51,60,8,3.9,18,11.3,138,223,61,9.5,No,9,87,29
Indiana,Washington,20,7,26,7.8,35,47,18,15,273.1,32,3992:01:00,5607:01:00,2549:01:00,42,46,18,4.5,18,6.4,,,103,8.6,Yes,11,83,52
Indiana,Wayne,21,8,25,7.3,33,72,19,18,444.2,33,1735:01:00,1734:01:00,207:01:00,38,48,23,4.1,31,14.3,,,134,9,No,13,82,21
Indiana,Wells,18,7,23,8.4,30,44,18,21,218,25,1763:01:00,2572:01:00,1886:01:00,48,49,10,3.8,20,17,5,18,74,9.1,No,8,88,34
Indiana,White,19,7,23,8.3,33,46,19,12,363.9,33,3017:01:00,3443:01:00,2410:01:00,46,53,13,3.5,18,10.8,15,62,88,9.1,No,8,79,36
Indiana,Whitley,16,8,21,8.6,30,58,19,8,198.5,22,1704:01:00,2264:01:00,999:01:00,44,53,9,3.5,22,13.2,,,58,8,No,7,87,35
Iowa,,13,7,17,8.5,23,83,26,27,466.7,18,1357:01:00,1452:01:00,607:01:00,52,54,13,4.2,21,15,8804,282,68,7.5,,12,81,21
Iowa,Adair,14,6,20,8.9,25,72,25,29,269.4,16,2354:01:00,1788:01:00,,46,39,13,4.2,17,9.9,8,103,104,7.3,No,8,80,34
Iowa,Adams,14,6,20,8.9,25,54,25,0,189.9,26,3645:01:00,1201:01:00,3602:01:00,51,53,20,3.6,14,13.7,3,66,81,7.2,No,6,77,24
Iowa,Allamakee,16,5,20,9,24,72,23,55,165.7,21,1729:01:00,3422:01:00,4562:01:00,56,43,16,4.2,15,15.9,6,39,82,7.5,No,12,77,29
Iowa,Appanoose,16,8,21,7.9,34,69,23,42,291.5,27,1382:01:00,3107:01:00,828:01:00,43,39,24,4.7,21,12.1,28,219,96,7.6,No,14,83,24
Iowa,Audubon,14,5,20,8.9,21,65,25,29,125.5,18,1377:01:00,2748:01:00,,45,37,17,3.9,26,20,4,70,153,7.4,No,6,81,18
Iowa,Benton,13,6,20,9,24,50,27,14,249.6,13,5128:01:00,4274:01:00,4274:01:00,53,33,8,3.9,13,14.4,,,87,8.3,No,8,84,40
Iowa,Black Hawk,15,7,19,7.8,22,83,26,18,756.9,17,1085:01:00,1353:01:00,542:01:00,55,60,15,4.3,24,11.9,683,511,62,7.6,No,14,81,9
Iowa,Boone,13,6,18,8.8,23,86,24,46,320.9,15,1882:01:00,2385:01:00,1381:01:00,49,61,11,3.7,16,14,74,277,75,7.7,No,11,83,30
Iowa,Bremer,11,6,16,9.4,21,82,26,22,297.1,5,1782:01:00,1566:01:00,677:01:00,55,51,6,3.7,17,18,94,378,51,8,No,8,80,28
Iowa,Buchanan,13,5,19,8.8,28,75,26,23,358.5,12,2120:01:00,2647:01:00,882:01:00,46,38,14,4.3,14,10.4,10,48,71,8.1,No,9,79,35
Iowa,Buena Vista,18,7,20,8.9,27,74,22,20,333.2,28,1987:01:00,1635:01:00,2453:01:00,47,51,14,3.7,17,20.6,64,311,44,7.3,No,15,71,15
Iowa,Butler,13,5,19,8,26,64,25,43,219.1,13,7270:01:00,3610:01:00,1805:01:00,55,47,13,3.7,17,20.6,2,10,72,7.9,No,9,82,35
Iowa,Calhoun,14,8,20,8.9,33,74,25,60,205.2,15,1386:01:00,1934:01:00,4834:01:00,47,43,14,4.1,20,24.7,5,46,78,7.5,Yes,10,84,26
Iowa,Carroll,13,5,19,9.2,24,76,26,33,255.9,15,1120:01:00,1551:01:00,1008:01:00,53,63,9,4.4,17,19.8,13,63,51,7.5,Yes,9,83,13
Iowa,Cass,15,5,21,8.1,25,77,22,19,273.9,22,1847:01:00,917:01:00,257:01:00,45,32,19,4.7,16,19.3,32,238,92,7.4,No,9,80,17
Iowa,Cedar,12,6,18,9,25,72,26,43,204.9,12,4657:01:00,1863:01:00,2070:01:00,53,44,9,3.5,11,12.3,18,95,49,8.5,No,7,83,42
Iowa,Cerro Gordo,14,7,18,8.5,20,92,22,41,430.2,19,637:01:00,1213:01:00,342:01:00,57,60,13,4.2,22,19,58,133,107,7.6,No,10,82,12
Iowa,Cherokee,14,6,19,8.9,24,77,25,43,159.1,28,1415:01:00,2809:01:00,749:01:00,52,43,12,4.2,25,14.1,21,175,74,7.2,No,6,82,17
Iowa,Chickasaw,14,5,19,8.8,23,68,26,25,241.6,11,1709:01:00,2387:01:00,1989:01:00,51,55,12,3.5,8,19.2,21,173,67,7.6,No,8,81,23
Iowa,Clarke,16,7,20,8.6,27,67,23,7,426.7,30,2356:01:00,2349:01:00,3132:01:00,46,39,18,4,12,7.4,13,140,88,7.4,No,13,79,32
Iowa,Clay,14,6,19,8.5,25,76,24,43,129.9,17,1152:01:00,1001:01:00,258:01:00,47,58,14,4.6,26,16.1,25,149,58,7,No,10,78,18
Iowa,Clayton,15,5,20,8.9,29,74,25,33,187.1,11,3511:01:00,1950:01:00,5850:01:00,51,42,14,3.8,17,22.2,11,60,66,8,No,11,79,28
Iowa,Clinton,15,8,20,8.3,29,80,28,30,459.5,29,1861:01:00,1658:01:00,693:01:00,49,58,18,4.4,32,16.1,232,484,82,8.3,No,11,83,26
